tid,pid,block,query,n_abs,n_org,n_ddtop,n_native,first_org_abs,plain_top,n_clicks_in_bands,clicks_in_ad_slot
p008-b5-t5,p008,b5,buy relaxus accu ball kneading massager,10,7,0,7,2,0,1,0
p008-b5-t6,p008,b5,buy typhoo typhoo black tea 1100 teabags,17,13,0,4,2,0,1,1
p008-b5-t7,p008,b5,buy heinz heinz piccalilli,17,13,0,4,2,0,1,1
p008-b5-t8,p008,b5,buy hohner hohner 54 echo harmonica,13,10,1,1,2,0,1,0
p008-b5-t9,p008,b5,buy diesel diesel men s watch dz1448,13,10,0,4,1,0,1,0
p008-b6-t1,p008,b6,buy monroe monroe sc2928 magnum steering damper,11,9,1,5,1,0,1,0
p008-b6-t10,p008,b6,buy casio casio ef503sg9av,12,9,0,4,2,0,1,0
p008-b6-t2,p008,b6,buy lenovo lenovo h430 desktop,16,11,0,5,3,0,1,1
p008-b6-t3,p008,b6,buy sothys sothys paris active creme,17,15,0,2,2,0,1,0
p008-b6-t4,p008,b6,buy stott pilates stott pilates arc barrel,14,11,1,1,3,0,1,1
p008-b6-t5,p008,b6,buy bosch bosch sr459x starter,12,9,1,3,1,0,1,0
p008-b6-t6,p008,b6,buy e45 e45 cream 50g,12,10,1,3,1,0,1,0
p008-b6-t7,p008,b6,buy hydrosorbent 450 gram silica gel,13,10,0,7,2,0,1,0
p008-b6-t9,p008,b6,buy vdo vdo pm105 blower motor,12,8,1,3,1,0,1,1
p009-b1-t1,p009,b1,buy new chapter prostate 5lx 120 softgels,15,11,1,4,2,0,1,0
p009-b1-t10,p009,b1,buy lego lego city speed boat 4641,10,10,0,0,0,1,1,0
p009-b1-t2,p009,b1,buy joico joico body luxe gift set,12,10,1,3,1,0,1,0
p009-b1-t3,p009,b1,buy lascar electronics usb temp data logger,12,10,0,4,2,0,1,0
p009-b1-t4,p009,b1,buy acdelco acdelco tck282 timing belt kit,11,8,0,3,0,1,1,0
p009-b1-t5,p009,b1,buy biorb biorb 12 volt transformer,12,11,0,3,0,1,1,0
p009-b1-t6,p009,b1,buy ngk ngk 7755 spark plug,12,10,1,0,2,0,1,1
p009-b1-t7,p009,b1,buy phytomer phytomer ogenage excellence cream,10,8,0,3,0,1,1,1
p009-b1-t8,p009,b1,buy fudge fudge matte hed extra 85g,15,11,1,4,2,0,1,1
p009-b1-t9,p009,b1,buy shostakovich violin concertos 1 2,11,9,1,0,2,0,1,0
p009-b2-t1,p009,b2,buy quoizel quoizel tf1408svb tiffany flush mount,11,8,1,3,1,0,1,0
p009-b2-t10,p009,b2,buy denso denso 234 4189 oxygen sensor,13,10,1,3,1,0,1,0
p009-b2-t2,p009,b2,buy convatec stomahesive strips moldable adhesive,13,10,1,3,2,0,1,0
p009-b2-t3,p009,b2,buy cuisipro cuisipro y peeler,11,10,0,3,0,1,1,0
p009-b2-t4,p009,b2,buy gigi gigi antioxidant smoothing facial serum,11,9,0,3,0,1,1,0
p009-b2-t5,p009,b2,buy tyc tyc 700225 replacement blower assembly,13,9,0,6,2,0,1,0
p009-b2-t6,p009,b2,buy gates gates 22800 lower radiator hose,13,9,1,3,1,0,1,0
p009-b2-t7,p009,b2,buy satellite finder satellite finder,13,10,1,3,2,0,1,1
p009-b2-t8,p009,b2,buy seal skinz chillblocker sock black,11,8,1,3,2,0,1,1
p009-b2-t9,p009,b2,buy steiff steiff dormili rabbit,11,11,0,1,0,1,1,0
p009-b3-t1,p009,b3,buy dermmatch dermmatch red color,13,11,1,3,1,0,1,0
p009-b3-t10,p009,b3,buy daphnes headcovers daphne s horse headcovers,12,11,0,3,0,1,1,0
p009-b3-t2,p009,b3,buy normann copenhagen normann copenhagen cognac glasses,13,10,1,3,1,0,1,0
p009-b3-t3,p009,b3,buy denso denso 950 0167 fuel pump,12,9,0,3,0,1,1,0
p009-b3-t4,p009,b3,buy design toscano florentine lion door knocker,13,10,1,3,1,0,1,0
p009-b3-t5,p009,b3,buy bosch bosch 0281002222 crankshaft position sensor,10,6,0,7,2,0,1,0
p009-b3-t6,p009,b3,buy earthrise earthrise spirulina 500mg 360 tablets,12,9,1,3,2,0,1,1
p009-b3-t7,p009,b3,buy thorne oncoqol by thorne vitaqol 60c,11,9,1,1,2,0,1,1
p009-b3-t8,p009,b3,buy nars nars illuminator orgasm,15,11,1,4,2,0,1,0
p009-b3-t9,p009,b3,buy bigen permanent powder hair color 59,13,12,1,3,1,0,1,0
p009-b4-t1,p009,b4,buy wine chiller iceless wine chiller,12,11,1,2,1,0,1,1
p009-b4-t10,p009,b4,buy mcvities mcvities fruit shortcake 200g,13,11,1,3,1,0,1,0
p009-b4-t2,p009,b4,buy briwax mahogany briwax original formula,12,9,1,3,2,0,1,0
p009-b4-t4,p009,b4,buy cateye cateye micro wireless cycle computer,12,10,1,3,1,0,1,0
p009-b4-t5,p009,b4,buy vdo vdo 323421 temperature sender,13,10,1,3,1,0,1,1
p009-b4-t6,p009,b4,buy wallies wallies 13475 parrots wallpaper mural,11,9,1,3,1,0,1,0
p009-b4-t7,p009,b4,buy tyc tyc 700012 replacement blower assembly,11,8,0,7,0,1,1,0
p009-b4-t8,p009,b4,buy phytomer phytomer vegetal exfoliant 50 ml,11,7,1,3,2,0,1,1
p009-b4-t9,p009,b4,buy nutraceutics nutraceutics dhea max 60 tablets,11,8,1,1,2,0,1,0
p009-b5-t1,p009,b5,buy callaway callaway golf cool towel,14,11,1,4,2,0,1,1
p009-b5-t10,p009,b5,buy monroe monroe sc2955 magnum steering damper,12,10,1,3,1,0,1,0
p009-b5-t2,p009,b5,buy valeo valeo 439398 alternator,13,10,1,3,1,0,1,1
p009-b5-t3,p009,b5,buy casio aq230ga 9b digital analog dual,14,10,1,4,3,0,1,1
p009-b5-t4,p009,b5,buy tyc tyc 700235 replacement blower assembly,11,8,0,7,1,0,1,0
p009-b5-t5,p009,b5,buy denso denso dac673 6005 ignition coil,12,7,1,6,2,0,1,1
p009-b5-t6,p009,b5,buy bosch bosch 04312 ignition rotor,12,9,1,3,1,0,1,0
p009-b5-t7,p009,b5,buy vdo vdo 360009 pressure sender,12,10,0,6,2,0,1,1
p009-b5-t8,p009,b5,buy bare escentuals bareminerals flawless radiance brush,12,9,1,4,2,0,1,0
p009-b5-t9,p009,b5,buy bosch bosch 97138 new water pump,9,6,1,3,1,0,1,1
p009-b6-t1,p009,b6,buy berkley berkley big game fishing line,13,10,1,3,1,0,1,1
p009-b6-t10,p009,b6,buy usa sharpeners orbital rotary blade sharpener,11,9,0,3,0,1,1,0
p009-b6-t2,p009,b6,buy owl garden solar white owl light,13,10,1,3,1,0,1,1
p009-b6-t3,p009,b6,buy denso denso 5375 spark plug,13,9,1,4,2,0,1,1
p009-b6-t4,p009,b6,buy epson epson elplp50 v13h010l50 original lamp,11,8,1,3,1,0,1,0
p009-b6-t5,p009,b6,buy volvo volvo 30636551 air filter,11,9,0,7,1,0,1,0
p009-b6-t6,p009,b6,buy ravensburger ravensburger tower bridge 3d puzzle,13,11,1,1,2,0,1,1
p009-b6-t7,p009,b6,buy koolatron koolatron 52 qt krusader cooler,11,10,0,3,0,1,1,0
p009-b6-t8,p009,b6,buy hitachi piller type switch c8fb2,10,10,0,0,0,1,1,0
p009-b6-t9,p009,b6,buy billy jealousy billy jealousy value kit,13,11,1,2,1,0,1,0
p010-b1-t1,p010,b1,buy atd atd tools 3412 digital thermometer,11,9,0,3,0,1,1,0
p010-b1-t10,p010,b1,buy timken timken 30205m wheel bearing race,12,10,0,7,1,0,1,0
p010-b1-t2,p010,b1,buy jabra jabra bt2010 bluetooth headset,12,9,1,3,2,0,1,0
p010-b1-t3,p010,b1,buy denso denso 3191 spark plug,11,8,0,7,2,0,1,0
p010-b1-t4,p010,b1,buy m a c mac lipstick captive,14,12,1,2,2,0,1,0
p010-b1-t5,p010,b1,buy 4life gurmar 90 capsules by 4life,13,11,0,4,0,1,1,0
p010-b1-t6,p010,b1,buy chauvet chauvet fallout effect light,11,10,0,3,0,1,1,0
p010-b1-t7,p010,b1,buy gates gates 38289 belt tensioner assembly,12,8,1,3,1,0,1,0
p010-b1-t8,p010,b1,buy hammond manufacturing hammond 193d filter choke,12,10,1,3,1,0,1,0
p010-b1-t9,p010,b1,buy epilady epilady classic coil epilator,14,11,1,4,2,0,1,0
p010-b2-t1,p010,b2,buy miele miele sub 20 universal brush,13,12,1,3,1,0,1,0
p010-b2-t10,p010,b2,buy xerox xerox 6r916 toner cartridge,10,8,0,6,0,1,1,0
p010-b2-t2,p010,b2,buy barrys tea barry s tea decaffeinated,16,13,0,2,3,0,1,0
p010-b2-t3,p010,b2,buy moog moog 6080 suspension coil spring,14,11,0,6,2,0,1,0
p010-b2-t4,p010,b2,buy ameribag ameribag classic healthy 5102 tote,11,9,0,3,0,1,1,0
p010-b2-t5,p010,b2,buy progrip progrip 719blackred 719 superbike grips,12,10,1,0,2,0,1,0
p010-b2-t6,p010,b2,buy think fun rush hour jr game,13,11,1,1,2,0,1,0
p010-b2-t7,p010,b2,buy delphi delphi hdc906 glow plug controller,12,9,1,3,1,0,1,0
p010-b2-t8,p010,b2,buy lacoste lacoste seate mens watch 2010637,11,9,1,0,2,0,1,1
p010-b2-t9,p010,b2,buy revlon revlon colorstay lipcolor 58 poppy,12,10,1,3,2,0,1,0
p010-b3-t1,p010,b3,buy dior dior diorific vernis 751 marilyn,14,11,1,4,1,0,1,1
p010-b3-t10,p010,b3,buy tribest freshlife automatic sprouter fl 2000,11,9,1,3,1,0,1,0
p010-b3-t2,p010,b3,buy seiko seiko sat101 guitar bass tuner,11,9,0,3,0,1,1,0
p010-b3-t3,p010,b3,buy feet first feet first buffing pad,10,10,0,0,0,1,1,0
p010-b3-t4,p010,b3,buy serengeti serengeti nuvola sunglasses,13,10,1,3,1,0,1,0
p010-b3-t5,p010,b3,buy peco ho c83 rail joiners 12,11,9,0,3,0,1,1,0
p010-b3-t6,p010,b3,buy samsung compatible scxd4200a toner cartridge black,11,8,1,6,2,0,1,0
p010-b3-t7,p010,b3,buy aisin aisin ckt 058 clutch kit,12,8,1,3,1,0,1,0
p010-b3-t8,p010,b3,buy serengeti serengeti cortino sunglasses,12,9,1,3,1,0,1,0
p010-b3-t9,p010,b3,buy repechage repechage essential oil of seaweed,12,11,0,2,0,1,1,0
p010-b4-t1,p010,b4,buy fatboy fatboy edison the petit lamp,13,11,1,2,2,0,1,0
p010-b4-t10,p010,b4,buy brixton brixton autumn hat women s,15,10,1,3,3,0,1,0
p010-b4-t2,p010,b4,buy kipling kipling luggage joslyn coated tote,13,9,1,3,2,0,1,0
p010-b4-t3,p010,b4,buy nanogen nanogen nanofibers auburn color,11,7,1,5,2,0,1,0
p010-b4-t4,p010,b4,buy moog moog es800562 tie rod end,13,9,0,6,2,0,1,0
p010-b4-t5,p010,b4,buy acdelco acdelco 24236933 automatic transmission filter,12,9,1,3,1,0,1,0
p010-b4-t6,p010,b4,buy monroe monroe 40034 specialty shock absorber,11,8,1,3,1,0,1,0
p010-b4-t7,p010,b4,buy vdo vdo pm151 blower motor,11,8,0,3,0,1,1,0
p010-b4-t8,p010,b4,buy honeytek honeytek a6013l capacitor tester,12,9,1,1,2,0,1,0
p010-b4-t9,p010,b4,buy dudleys dudleys permanent creme relaxer mild,10,10,0,1,0,1,1,0
p010-b5-t1,p010,b5,buy bosch bosch 03259 distributor cap,11,9,0,6,0,1,1,0
p010-b5-t10,p010,b5,buy intex intex mid rise air bed,11,8,1,3,2,0,1,0
p010-b5-t2,p010,b5,buy gates gates 22496 upper radiator hose,12,8,1,3,1,0,1,0
p010-b5-t3,p010,b5,buy pentax pentax 10x42 dcf cs binoculars,12,11,1,3,1,0,1,0
p010-b5-t4,p010,b5,buy bosch bosch 15894 oxygen sensor,13,9,1,5,2,0,1,0
p010-b5-t5,p010,b5,buy fusion beauty fusionbeauty liftfusion face lift,10,10,0,0,0,1,1,0
p010-b5-t6,p010,b5,buy massera the isphere handheld massager,6,4,1,3,1,0,1,1
p010-b5-t7,p010,b5,buy continental continental 13x830 alternator drive belt,13,9,1,4,2,0,1,0
p010-b5-t8,p010,b5,buy lego lego hero factory splitface 6218,10,9,0,2,0,1,1,1
p010-b5-t9,p010,b5,buy atp atp 102129 harmonic balancer,12,9,1,1,2,0,1,0
p010-b6-t1,p010,b6,buy airtex airtex e8213 electric fuel pump,10,7,0,7,1,0,1,0
p010-b6-t10,p010,b6,buy joico joico volumizing shampoo,11,8,1,5,1,0,1,0
p010-b6-t2,p010,b6,buy starwest botanicals psyllium husk powder organic,12,10,1,3,1,0,1,0
p010-b6-t3,p010,b6,buy stress less stress less by aromafloria,12,11,0,1,0,1,1,0
p010-b6-t4,p010,b6,buy sachs sachs nfw7201 flywheel,11,7,1,3,1,0,1,0
p010-b6-t5,p010,b6,buy dayco dayco 5080655 serpentine belt,12,10,0,3,0,1,1,0
p010-b6-t6,p010,b6,buy other dmso gel 90 16oz,13,9,1,3,2,0,1,0
p010-b6-t7,p010,b6,buy trinity vibes triple pleaser wand attachment,10,10,0,0,0,1,1,0
p010-b6-t8,p010,b6,buy whirlpool whirlpool 3979617 timer for dryer,13,9,1,3,2,0,1,0
p010-b6-t9,p010,b6,buy srixon srixon z star xv,13,10,0,7,2,0,1,0
p011-b1-t1,p011,b1,buy lenovo lenovo laptop speakers,15,13,1,1,2,0,1,0
p011-b1-t10,p011,b1,buy motorcraft motorcraft fa1643 air filter,13,8,0,5,2,0,1,1
p011-b1-t2,p011,b1,buy sulwhasoo sulwhasoo herbal soap 70g,12,8,1,3,1,0,1,0
p011-b1-t3,p011,b1,buy dragon herbs adaptogen energizer 100 capsules,15,12,0,4,2,0,1,0
p011-b1-t4,p011,b1,buy premiere research labs oregano oil,14,11,0,3,2,0,1,0
p011-b1-t5,p011,b1,buy orthaheel orthaheel biomechanical gel heel cushion,11,8,1,3,1,0,1,0
p011-b1-t6,p011,b1,buy rapala rapala rattlin 07 fishing lures,15,12,1,4,2,0,1,0
p011-b1-t7,p011,b1,buy fenzer uniden 1400mah cordless phone battery,12,10,0,3,0,1,1,0
p011-b1-t8,p011,b1,buy luk luk 07 137 clutch set,12,7,1,5,2,0,1,1
p011-b1-t9,p011,b1,buy shaklee osteomatrix 360 ct,12,9,1,3,2,0,1,0
p011-b2-t1,p011,b2,buy venta venta airwasher humidifier lw45 white,12,10,1,3,1,0,1,0
p011-b2-t10,p011,b2,buy sewline sewline fabric glue pen,13,11,1,4,2,0,1,0
p011-b2-t2,p011,b2,buy avon avon glimmersticks eye brow blonde,12,8,1,3,2,0,1,0
p011-b2-t3,p011,b2,buy puma puma faas 200 gents watch,10,9,0,2,0,1,1,0
p011-b2-t4,p011,b2,buy oineh neckline slimmer toning system,12,9,1,3,2,0,1,0
p011-b2-t5,p011,b2,buy vision vision bird cage stand,12,10,1,3,1,0,1,1
p011-b2-t6,p011,b2,buy steiff steiff mini floppy linda lamb,11,9,0,2,0,1,1,0
p011-b2-t7,p011,b2,buy piano music,14,11,0,5,2,0,1,0
p011-b2-t8,p011,b2,buy looftlighter looftlighter 70018 fire lighting tool,12,11,0,3,0,1,1,0
p011-b2-t9,p011,b2,buy diesel diesel men s dolphin boardshort,10,9,1,3,1,0,1,0
p011-b3-t1,p011,b3,buy toshiba pa5034u 1aca ac adapter,12,8,1,3,2,0,1,0
p011-b3-t10,p011,b3,buy purina purina beggin strips,13,11,1,3,1,0,1,0
p011-b3-t2,p011,b3,buy playmobil gymnast on balance beam,12,11,0,3,0,1,1,0
p011-b3-t3,p011,b3,buy bernard jensens alfalfa jensen 500 tabs,11,9,0,3,0,1,1,0
p011-b3-t4,p011,b3,buy tetra tetra jumbomin large sticks,12,10,0,6,1,0,1,0
p011-b3-t5,p011,b3,buy avari stamina avari free stride stepper,11,8,1,3,1,0,1,0
p011-b3-t6,p011,b3,buy fullness silicone breast enhancer,10,7,0,3,0,1,1,0
p011-b3-t7,p011,b3,buy motion spy alarm clock,13,11,1,2,1,0,1,0
p011-b3-t8,p011,b3,buy dayco dayco 89261 automatic tensioner assembly,12,9,1,3,1,0,1,0
p011-b3-t9,p011,b3,buy hollywood movie greats change of habit,11,11,0,0,0,1,1,0
p011-b4-t1,p011,b4,buy artelac artelac nightime gel,13,9,1,6,2,0,1,1
p011-b4-t10,p011,b4,buy funko jawa bobble head,11,8,1,3,1,0,1,1
p011-b4-t2,p011,b4,buy kipling kipling adara medium,10,9,0,3,0,1,1,0
p011-b4-t3,p011,b4,buy orly nails for males 6 oz,13,10,1,3,1,0,1,1
p011-b4-t4,p011,b4,buy biorb biorb medium sea fan crimson,12,10,0,3,0,1,2,0
p011-b4-t5,p011,b4,buy dayco dayco 89258 automatic tensioner assembly,11,7,0,6,2,0,1,0
p011-b4-t6,p011,b4,buy felce azzurra felce azzurra liquid soap,12,9,1,3,2,0,1,0
p011-b4-t7,p011,b4,buy neocell collagen beauty builder 150 tabs,12,9,1,2,2,0,1,0
p011-b4-t8,p011,b4,buy mag eyes mageyes 2 magnifier,12,11,0,3,0,1,1,0
p011-b4-t9,p011,b4,buy philips jvc hd z61rf7 lamp,12,9,1,3,2,0,1,1
p011-b5-t1,p011,b5,buy nordic naturals prodha strawberry 120ct,13,11,1,5,2,0,1,0
p011-b5-t10,p011,b5,buy victorinox victorinox luggage alpineer duffle,13,10,1,3,2,0,1,0
p011-b5-t2,p011,b5,buy iams iams bicuits for dogs,12,10,0,6,2,0,1,0
p011-b5-t3,p011,b5,buy grillpro grillpro 92350 universal heat plate,11,10,0,3,0,1,1,0
p011-b5-t4,p011,b5,buy leatherman leatherman 831428 sidekick multi tool,12,11,0,1,0,1,1,0
p011-b5-t5,p011,b5,buy schleich schleich water trailer,11,10,0,2,0,1,1,0
p011-b5-t6,p011,b5,buy denso denso 234 4233 oxygen sensor,13,9,1,5,2,0,1,0
p011-b5-t7,p011,b5,buy denso denso 234 4012 oxygen sensor,12,9,0,7,0,1,1,0
p011-b5-t9,p011,b5,buy zoggs zoggs predator swimming goggles,10,8,1,2,2,0,1,0
p011-b6-t1,p011,b6,buy nutrex nutrex lipo 6 liqui caps,12,11,0,6,0,1,1,0
p011-b6-t10,p011,b6,buy irwin naturals prosta strong 90 gelcapsules,15,11,1,4,2,0,1,0
p011-b6-t2,p011,b6,buy delphi delphi ss10811 crankshaft sensor,11,10,0,7,0,1,1,0
p011-b6-t3,p011,b6,buy ngk ngk 4929 spark plug,13,10,1,4,2,0,1,1
p011-b6-t4,p011,b6,buy obagi obagi nu derm eye cream,11,9,1,1,2,0,1,0
p011-b6-t5,p011,b6,buy aci aci 177124 windshield washer pump,10,7,0,7,0,1,2,0
p011-b6-t6,p011,b6,buy walkstool walkstool tripod stool comfort,12,9,1,3,1,0,1,0
p011-b6-t7,p011,b6,buy symbiotics symbiotics lactoferrin 100 60 capsules,12,10,0,7,1,0,1,0
p011-b6-t8,p011,b6,buy tyc tyc 700213 replacement blower assembly,11,8,0,7,1,0,1,0
p011-b6-t9,p011,b6,buy therapro therapro mediceuticals hair loss set,12,9,1,2,2,0,1,0
p012-b1-t1,p012,b1,buy alessi alessi blow up basket,12,10,1,3,1,0,1,0
p012-b1-t10,p012,b1,buy belkin conserve switch surge with remote,13,12,0,3,0,1,1,0
p012-b1-t2,p012,b1,buy lancets unilet excelite 23g 100 each,10,8,0,3,0,1,1,0
p012-b1-t3,p012,b1,buy bosal bosal 099 3781 catalytic converter,15,10,0,5,3,0,1,0
p012-b1-t4,p012,b1,buy brookstone royce leather deluxe watch roll,12,10,1,2,1,0,1,0
p012-b1-t5,p012,b1,buy bosch bosch 71049 fuel filter,12,8,1,6,2,0,3,0
p012-b1-t6,p012,b1,buy triwa triwa niben,12,10,0,3,0,1,2,0
p012-b1-t7,p012,b1,buy delphi delphi fg0324 fuel pump module,14,10,1,3,1,0,1,0
p012-b1-t8,p012,b1,buy gates gates 6680br v belt,13,9,1,3,1,0,1,0
p012-b1-t9,p012,b1,buy denso denso 234 4302 oxygen sensor,13,10,1,6,1,0,1,0
p012-b2-t1,p012,b2,buy serengeti serengeti cosmopolitan livigno sunglasses,15,13,0,2,2,0,0,0
p012-b2-t10,p012,b2,buy bendix bendix 33615 wheel cylinder,12,9,0,7,1,0,1,0
p012-b2-t2,p012,b2,buy bosch bosch al7521n new alternator,12,9,1,3,1,0,1,0
p012-b2-t3,p012,b2,buy speedo speedo adult pull buoy,12,10,1,3,1,0,1,0
p012-b2-t4,p012,b2,buy 3d 3d beauty dream lash conditioner,12,8,1,2,2,0,1,1
p012-b2-t5,p012,b2,buy dayco dayco wp296k1a timing belt kit,12,8,0,7,2,0,1,0
p012-b2-t6,p012,b2,buy playmobil playmobil police copter,12,11,1,1,1,0,1,0
p012-b2-t7,p012,b2,buy clover clover leather thimble set 3,12,10,1,2,1,0,1,1
p012-b2-t8,p012,b2,buy zefal zefal husky bicycle floor pump,11,9,1,0,2,0,1,0
p012-b2-t9,p012,b2,buy hayes hayes prime bleed fitting kit,12,9,1,3,2,0,2,2
p012-b3-t1,p012,b3,buy dorman dorman c660058 parking brake cable,13,9,0,6,2,0,1,0
p012-b3-t10,p012,b3,buy gucci gucci gg1006 eyeglasses,15,11,1,4,2,0,1,0
p012-b3-t2,p012,b3,buy playmobil playmobil horse drawn carriage,12,11,1,1,1,0,1,0
p012-b3-t3,p012,b3,buy humminbird humminbird piranhamax 176i,11,9,1,1,1,0,1,0
p012-b3-t4,p012,b3,buy matsushita panasonic n2qayb000184 remote,11,9,1,3,1,0,1,0
p012-b3-t5,p012,b3,buy pratt urethral sounds set,10,8,0,3,0,1,2,0
p012-b3-t6,p012,b3,buy alkaline hydrogen water stick ph ionizer,13,10,1,5,2,0,1,0
p012-b3-t7,p012,b3,buy belava belava pedicure heater massager unit,12,9,1,3,1,0,1,1
p012-b3-t8,p012,b3,buy mueller mueller max knee strap,11,9,1,5,2,0,1,0
p012-b3-t9,p012,b3,buy lucifer belgian beer globe chalice glass,12,11,0,2,0,1,1,0
p012-b4-t1,p012,b4,buy avid avid pro tools mbox pro,13,11,1,3,1,0,1,0
p012-b4-t10,p012,b4,buy ametek 115334 lamb central vacuum motor,11,9,0,6,0,1,1,0
p012-b4-t2,p012,b4,buy nutricology nutricology ocudyne vegicaps 200 count,14,10,1,4,3,0,1,0
p012-b4-t3,p012,b4,buy denso denso 234 4650 oxygen sensor,13,10,1,5,1,0,1,0
p012-b4-t4,p012,b4,buy stens air filter kohler 230840 s,12,9,0,4,1,0,1,0
p012-b4-t5,p012,b4,buy estee lauder re nutriv softening lotion,13,10,1,5,1,0,1,0
p012-b4-t6,p012,b4,buy bosch bosch 0280160557 fuel pressure regulator,13,11,1,3,1,0,1,0
p012-b4-t7,p012,b4,buy jolly jolly ball,11,9,1,3,2,0,1,0
p012-b4-t8,p012,b4,buy fender fender stratocaster brass nut,13,11,1,3,1,0,1,0
p012-b4-t9,p012,b4,buy herbalife herbalife new aminogen 60 tablets,13,10,0,4,3,0,1,0
p012-b5-t1,p012,b5,buy walker walker 31354 exhaust gasket,13,10,1,2,1,0,1,0
p012-b5-t10,p012,b5,buy gates gates 21541 radiator coolant hose,12,8,1,3,2,0,1,0
p012-b5-t2,p012,b5,buy seiko seiko men s skk281 watch,11,11,0,0,0,1,1,0
p012-b5-t3,p012,b5,buy gladys knight the pips greatest hits,12,9,1,3,1,0,1,0
p012-b5-t4,p012,b5,buy omega omega 1000 juicer,14,10,1,5,2,0,1,0
p012-b5-t5,p012,b5,buy weston weston fruit and wine press,13,9,1,3,2,0,1,0
p012-b5-t6,p012,b5,buy lego lego creator sopwith camel,11,10,1,3,1,0,1,0
p012-b5-t7,p012,b5,buy lexmark lexmark 1380999 ribbon black correctable,12,9,1,3,2,0,1,0
p012-b5-t8,p012,b5,buy viziflex logitech keyboard cover model k520,12,11,0,3,0,1,1,0
p012-b5-t9,p012,b5,buy chrysanthemum japanese kimono print cotton scarf,13,11,1,3,1,0,1,0
p012-b6-t1,p012,b6,buy ferrari ferrari red ceramic coffee mug,13,10,1,3,1,0,1,0
p012-b6-t10,p012,b6,buy diestco front bag for scooters powerchairs,10,8,0,3,0,1,1,0
p012-b6-t2,p012,b6,buy nixon nixon watches sentry ss watch,12,11,1,0,1,0,1,0
p012-b6-t3,p012,b6,buy dermalogica dermalogica chromawhite trx extreme c,11,9,1,0,2,0,1,1
p012-b6-t5,p012,b6,buy bosal bosal 163 229 muffler,13,9,1,3,1,0,1,0
p012-b6-t6,p012,b6,buy suzuki suzuki olive a harmonica,13,12,1,3,1,0,1,0
p012-b6-t7,p012,b6,buy motorcraft motorcraft fp 65 pollen filter,12,9,0,6,2,0,1,0
p012-b6-t8,p012,b6,buy acrylichomedesign tea bag 9 compartment box,10,9,0,3,0,1,1,0
p012-b6-t9,p012,b6,buy kuryakyn kuryakyn 9013 fender tip,11,8,1,3,1,0,1,0
p013-b1-t1,p013,b1,buy brio brio fire engine train set,12,10,1,3,2,0,1,1
p013-b1-t10,p013,b1,buy pure encapsulations magnesium citrate malate 180c,16,12,1,4,2,0,1,0
p013-b1-t2,p013,b1,buy schmetz schmetz hemstitch wing machine needles,14,10,1,4,2,0,1,1
p013-b1-t3,p013,b1,buy philosophy philosophy amazing grace body butter,12,11,1,0,1,0,1,1
p013-b1-t4,p013,b1,buy sherwood pump rubber impeller,11,9,0,3,0,1,1,0
p013-b1-t5,p013,b1,buy jurlique jurlique lavender body oil,15,11,1,4,2,0,1,1
p013-b1-t6,p013,b1,buy vitanica laxablend vitanica 60 caps,13,10,1,3,1,0,1,0
p013-b1-t7,p013,b1,buy ngk ngk 7783 te65 wire set,11,8,0,7,0,1,1,0
p013-b1-t8,p013,b1,buy denso denso 234 4337 oxygen sensor,13,10,1,3,1,0,1,0
p013-b1-t9,p013,b1,buy markal lacquer stik paintstick white,13,11,1,3,1,0,1,0
p013-b2-t1,p013,b2,buy schubert die schone mullerin,11,9,1,0,2,0,1,0
p013-b2-t10,p013,b2,buy avaya avaya 9620l ip phone,12,10,1,3,2,0,1,0
p013-b2-t2,p013,b2,buy suites for flute jazz piano trio,11,9,1,1,1,0,1,0
p013-b2-t3,p013,b2,buy romantic music for cello,14,11,1,4,2,0,1,1
p013-b2-t4,p013,b2,buy filson filson tin cloth original briefcase,12,11,0,3,0,1,1,0
p013-b2-t5,p013,b2,buy ngk ngk 9672 nx86 wire set,11,7,1,3,1,0,1,1
p013-b2-t6,p013,b2,buy therall therall arthritis gloves extra large,12,10,1,3,1,0,1,0
p013-b2-t7,p013,b2,buy maxpedition maxpedition vulture ii backpack khaki,13,11,1,3,1,0,1,0
p013-b2-t8,p013,b2,buy healthy origins astaxanthin 12mg trpl str,12,10,1,3,2,0,1,0
p013-b2-t9,p013,b2,buy vdo vdo ac89316 door lock actuator,8,6,0,4,0,1,1,0
p013-b3-t1,p013,b3,buy gates gates 22560 upper radiator hose,13,9,1,3,1,0,1,0
p013-b3-t10,p013,b3,buy sovtek sovtek 5ar4 rectifier tube,12,9,1,3,1,0,1,0
p013-b3-t2,p013,b3,buy maybelline maybelline forever lipcolor mauve 100,12,10,1,1,2,0,1,0
p013-b3-t3,p013,b3,buy denso denso 234 1011 oxygen sensor,13,9,1,6,2,0,1,1
p013-b3-t4,p013,b3,buy bosch bosch 68203 fuel pump gasket,12,10,0,7,2,0,1,1
p013-b3-t5,p013,b3,buy kal pancreatin 1400mg 500 tablet,13,11,1,3,1,0,1,0
p013-b3-t6,p013,b3,buy adidas adidas estadio team shoe bag,11,10,0,1,0,1,1,0
p013-b3-t7,p013,b3,buy bosch bosch 0437502045 fuel injector,13,10,1,3,1,0,1,0
p013-b3-t8,p013,b3,buy columbia 12 volts rechargeable battery,11,9,1,2,1,0,1,1
p013-b3-t9,p013,b3,buy nixon nixon october watch in black,13,10,1,3,2,0,1,0
